neutral,a,la,verdad,que,el,verano,despues,de,freshmen,year,yo,estaba,obesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,quiero,que,se,acabe,esta,semana,",",pero,no,quiero,que,sea,el,weekend,porque,no,he,hecho,nada,de,la,monografia,-.-,,,,,,,,,,,,,,,,,,,
neutral,happy,#baby,on,the,way,!,gracias,por,el,mejor,regalo,dios,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,rt,@,:,de,compris,con,la,señorita,@,!!,#yellowmellow,#compris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,he,añadido,un,vídeo,a,una,lista,de,reproducción,de,@,(,-,aprovechando,el,bug,!,|,juegos,del,hambre,|,,,,,,,,,,,,,,,,,,,,
neutral,rt,@,:,want,:,que,me,soben,el,pelo,hasta,dormirme,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,0,seconds,of,fame,:movie_camera:,#chupilicious,@,raymond,y,sus,amigos,telemundo,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,"""",@,:,necesito,como,una,semana,de,recuperación,mano,"""",preach,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,see,you,in,a,bit,:,nos,vemos,en,un,momento,.,(,over,the,phone,),hey,i,'m,getting,something,to,eat,",",i,'ll,be,there,in,a,minute,",",see,you,in,a,bit,,,,
neutral,decirme,que,me,bañe,sin,lavarme,el,pelo,es,como,decirle,a,mi,hermana,que,tiene,que,ser,más,flaca,",",yes,",",mega,imposible,,,,,,,,,,,,,,,,,
positive,sabes,que,conmigo,tu,tienes,refill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,asi,o,mas,feliz,cuando,te,llaman,inesperadamente,a,regalarte,#miamiheats,tickets,.,:smiling_face_with_heart-eyes:,love,u,!!,!!,!,,,,,,,,,,,,,,,,,,,,,,,
positive,tu,mezcla,zol,",",ahora,y,pendiente,para,ganar,aventura,family,four,pack,..,un,abrazo,y,feliz,martes,.,@,@,,,,,,,,,,,,,,,,,,,,
positive,se,viene,videazooooo,!!,!!,!,en,un,rato,lo,tendréis,en,el,canal,!!,!,^^,uncharted,0,rap,!!,,,,,,,,,,,,,,,,,,,,,
positive,diablo,un,rio,",",una,neverita,",",una,mesa,de,domino,y,pa,'l,de,panas,la,haría,bien,cabron,.,,,,,,,,,,,,,,,,,,,,,
positive,dad,:,siguele,diana,i,me,voy,a,kitar,el,cinto,me,:,damn,okay,:unamused_face:,dad,:,ten,diana,aki,esta,tu,domingo,&,he,gives,me,money,:face_with_tears_of_joy:,:face_with_tears_of_joy:,:red_heart:,,lol,,,,,,,,
neutral,estilo,moderno,y,vanguardista,#moda,#menstyle,#fashion,#trendy,#mystyle,#redcarpet,#trendy,designer,…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,rt,@,:,sueño,where,u,at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,le,diste,like,y,desps,unlike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,el,final,de,himym,still,gets,to,me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,sleep,on,it,:,figurativamente,significa,pensar,algo,mejor,.,i,know,buying,a,house,is,a,big,decision,",",why,do,n’t,you,sleep,on,it,?,,,,,,,,,,,,,,
neutral,rt,@,:,i,need,new,ppl,on,sc,",",ya,me,aburren,los,mismos,stories,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,y,aya,nos,casamos,y,te,presento,a,mi,abuela,she,knows,how,to,cook,so,u,do,n't,gotta,worry,about,cooking,for,me,lol,,,,,,,,,,,,,,,,
neutral,rt,@,:,no,",",it,is,not,ireland,",",this,is,isabela,",",puerto,rico,:puerto_rico:,photo,credit,:,joey,lindin,barbosa,,,,,,,,,,,,,,,,,,,
positive,@,graciass,babe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,ayer,me,fumaron,encima,bien,afuego,y,después,apestaba,a,garets,:unamused_face:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,mis,planes,eran,estudiar,de,genetica,cuando,llegara,a,casa,..,.,no,hay,fucking,luz,.,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,jonael,santiago,gana,la,voz,kids,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,soy,tan,burra,que,haciéndo,ejercicio,me,metí,con,un,puto,dumbbell,en,el,hombro,.,todavía,me,duele,.,,,,,,,,,,,,,,,,,,,,,,
neutral,leer,el,on,behalf,of,the,admissions,committee,congratulations,!,me,hace,el,dia,:),,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,ambos,existen,:,pero,voy,a,revisar,",",creo,que,me,equivoque,en,el,spelling,",",i,always,say,hang,on,to,:),,,,,,,,,,,,,,,,,,
positive,este,será,el,moving,up,más,sentimental,ever,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,do,n’t,settle,for,less,:,no,te,conformes,con,menos,.,yes,",",you,can,understand,like,a,native,speaker,",",you,do,n’t,have,to,settle,for,less,.,,,,,,,,,,,
neutral,sabes,nena,me,encanta,el,color,pero,las,pulceras,no,like,:face_screaming_in_fear:,@,@,@,@,@,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,rt,@,:,necesito,un,girls,night,de,que,pa,ayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,@,ayer,hablando,del,weekend,qie,vas,a,estar,home,alone,...,y,adivina,quien,va,estar,este,weekend,entero,solitaaa,?,,,,,,,,,,,,,,,,,,,,
neutral,his,voice,is,a,familiar,sound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,jajajajajj,ser,prepa,no,es,nada,bello,..,.,me,tengo,que,bañar,con,flip-flops,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,tenia,examen,de,math,el,martes,que,viene,y,lo,movieron,para,este,jueves,#quebelloestodo,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,gosh,yo,odio,precol,tanto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,ikr,lol,idk,i,donyt,live,half,the,shit,on,the,radio,me,gusta,mas,los,corridos,viejos,,,,,,,,,,,,,,,,,,,,,,,
positive,i,remember,when,me,and,oomf,used,to,get,out,during,lunch,pa,komprar,gorditas,lol,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,double,beauty,!,:people_with_bunny_ears:,blue,jumper,disponible,en,nuestra,tienda,we,.,are,.,open,->,0:0,a,0:0,#allyouneedisecuador,,,,,,,,,,,,,,,,,,,,,,
negative,rt,@,:,maldita,sea,sc,obligandome,a,ver,el,story,de,todo,el,mundo,:unamused_face:,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,me,ha,gustado,un,vídeo,de,@,de,@,(,-,rainbow,six,siege,rap,|,zarcort,),.,,,,,,,,,,,,,,,,,,,,,,,
neutral,rt,@,:,la,secta,allstar,dice,presente,en,las,fiestas,de,la,sanse,.,más,info,pronto,..,.,,,,,,,,,,,,,,,,,,,,,,
positive,llego,con,flow,",",me,voy,con,mas,flow,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,rt,@,:,@,te,amo,a,ti,babyyyy,:red_heart:,,:red_heart:,,:red_heart:,,:red_heart:,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,me,jartaría,de,buffalo,wings,ahora,mismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,@,siempre,hacen,"""",layaways,"""",",",el,cliente,lo,paga,completo,y,cuando,lo,va,a,sacar,le,dicen,que,no,está,disponible,?,@,,,,,,,,,,,,,,,,
positive,@,eso,es,así,baby,!!,!,ese,viaje,va,a,estar,súper,!!,!,te,amo,,,,,,,,,,,,,,,,,,,,,,,,,
positive,el,vlog,de,hoy,:,navegando,en,ibiza,!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,0st,option,for,tonight,!!,hoy,te,daremos,varias,opciones,para,que,elijas,como,lucir,esta,noche,#salhuaclothing,,,,,,,,,,,,,,,,,,,,,,,,
negative,@,me,fui,de,la,uni,:(,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,#techtrivia,:,del,más,viejo,al,más,nuevo,",",¿,en,qué,orden,se,estrenaron,estos,aparatos,?,droid,ultra,samsung,gs0,lg,g0,,,,,,,,,,,,,,,,,,
neutral,cuzs,me,dormi,bien,early,a,las,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,#alexsensationmiamibash,solo,hasta,las,0pm,..,.,0$,#ticketmaster,@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,cuando,lol,?,i,got,reading,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,"""",buen,touch,down,de,parte,de,chile,"""",-mimunequita0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,yes,ya,m,conoses,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,fuck,it,we,'ll,go,friday,then,..,pa,ir,todos,!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,flat,out,:,(,muy,usado,),algo,asi,como,rotundamente,.,hiding,stuff,is,one,thing,",",but,you,are,flat,out,lying,!,,,,,,,,,,,,,,,,,
positive,woooho,mi,hermana,llega,hoy,!!,!!,ooo,happy,dayyy,!!,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,zombers,!!,!!,!!,!!,!!,!!,!,mirad,lo,que,me,acaba,de,llegar,!,mi,neverita,del,black,ops,<0,!!,sabéis,que,significa,eso,no,?,,,,,,,,,,,,,
negative,push,my,buttons,:,algo,así,como,molestar,.,i,’m,not,in,a,good,mood,right,now,",",do,n’t,push,my,buttons,.,,,,,,,,,,,,,,,,,
positive,encaje,",",capas,",",chiffon,y,más,..,.,detalles,que,te,hacen,diferente,preparate,parar,lucir,super,chic,este,weekend,!!,:ribbon:,:lipstick:,:purse:,,,,,,,,,,,,,,,,,
positive,ya,teneis,disponible,el,nuevo,video,con,@,ya,ves,|,nery,godoy,&,kronno,zomber,(,videoclip,oficial,),,,,,,,,,,,,,,,,,,,,,,
negative,@,son,puiro,que,mujeres,!!!,lol,",",i,mean,i,think,ur,girl,would,want,to,see,you,act,like,a,man,not,a,bitch,!!,#neta,,,,,,,,,,,,,,
positive,rt,@,:,aquí,el,clip,de,#tuna,para,@,con,@,@,@,y,@,..,.,,,,,,,,,,,,,,,,,,,,,,,,
positive,do,all,things,with,love,!,purple,lover,:alien_monster:,esta,blusa,puedes,amarrarla,o,abrocharla,y,usarla,por,dentro,de,tu,jean,!,,,,,,,,,,,,,,,,,,,
positive,@,lmao,no,te,creas,:face_with_tears_of_joy:,",",chales,mejor,in,churro,y,agusto,me,voy,a,dormir,haha,,,,,,,,,,,,,,,,,,,,,,,,
negative,daw,puebla,winning,0-0,:fearful_face:,ya,me,dio,scare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,i,wish,.,se,tiene,que,repetir,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,pero,te,lo,trais,contigo,nada,de,que,lo,dejas,aya,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,está,el,link,de,descarga,!!,lo,he,puesto,por,todos,lados,:),,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,tu,dejas,un,lugar,y,te,vas,para,otro,",",el,que,dejas,es,work,:),",",como,i,leave,home,at,0,am,:),,,,,,,,,,,,,,,,
positive,there,’s,always,room,for,improvement,:,siempre,se,puede,mejorar,.,do,n’t,worry,",",there,’s,always,room,for,improvement,.,,,,,,,,,,,,,,,,,,,
negative,:rat:,:rat:,:rat:,:rat:,q,nasty,!!,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,@,i,knowww,pero,hablé,con,bulita,y,se,pueden,pedir,más,si,llegan,a,0,órdenes,:grinning_face_with_big_eyes:,,,,,,,,,,,,,,,,,,,,,,,
positive,estoy,buscando,0,chicas,solteras,para,que,sean,las,mamitas,del,vacilon,en,el,lounge,del,zol,beach,…,,,,,,,,,,,,,,,,,,,,,,,
positive,@,ha,pos,have,fun,its,pretty,te,subes,al,horse,its,cute,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,yo,tengo,toda,la,culpa,dices,?,that,maybe,somewhat,true,but,tu,eres,igual,de,culpabla,,,,,,,,,,,,,,,,,,,,,,,,
positive,rt,@,:,do,ya,ever,see,someone,'s,tweet,and,you,'re,just,like,..,but,this,is,you,.,you,just,subtweeted,yourself,??,do,you,not,realize,??,?…,,,,,,,,,,
negative,@,why,lol,xque,nadien,te,aguanta,?,lol,jk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,i,need,otros,0,months,and,then,maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,rt,@,:,look,hoy,#sls,#styling,@,&,@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,rt,@,:,#miamilifeawards,0,los,nominados,:,voten,por,sus,favoritos,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,los,parties,de,phhhoto,>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,de,0:0,am,a,0:0,pm,",",0,vagones,y,un,mar,se,personas,necesito,mi,cama,rush,!!,,,,,,,,,,,,,,,,,,,,,,,
negative,rt,@,:,voy,a,destrozar,el,pc,de,@,",",sorry,!!,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,rt,@,:,"""",fix,ya,attitude,or,i,'m,leaving,"""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,me,encantan,cuando,llegan,los,emails,con,el,flight,itinerary,:),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,rt,@,:,listos,ya,para,photoshoot,con,un,talento,increíble,con,@,@,@,a,…,…,,,,,,,,,,,,,,,,,,,,,,,,
positive,rt,@,:,mañana,empieza,mi,senior,year,:fire:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,hoy,nuevo,video,zombers,con,la,señorita,@,!!,esta,vez,no,es,un,rap,play,que,muchos,ya,me,pediais,que,haga,un,tema,normal,:),,,,,,,,,,,,,,,
positive,rt,@,:,'',yo,quiero,mucho,a,mis,zombers,.,'',@,lo,hice,para,vos,^^,espero,que,lo,veas,gg,,,,,,,,,,,,,,,,,,,
positive,un,#ff,a,las,fashion,compañeras,de,la,industria,@,@,@,@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,me,ha,gustado,un,vídeo,de,@,de,@,(,-,the,division,vs,uncharted,0,|,kronno,zomber,|,(,videoclip,,,,,,,,,,,,,,,,,,,,
positive,@,hola,barranquillera,:),i,'ve,been,sick,",",that,'s,why,i,did,n't,reply,",",love,it,more,when,you,guys,step,by,and,say,hello,see,u,around,,,,,,,,,,,
positive,love,you,too,mi,pato,!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,empiezan,los,vlogs,de,esta,gran,aventura,!!,rumbo,al,ártico,!!,:d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,hay,cosas,que,se,expanden,rápido,..,.,pero,no,hay,nada,que,se,propague,mas,rápido,que,la,infección,zomber,!,z0e,!,:red_heart:,:victory_hand_light_skin_tone:,,,,,,,,,,,,,,,,
neutral,rt,@,:,los,tweets,no,se,borran,",",si,lo,escribiste,lo,dejas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,#monday,#quote,#elvacilondelagatita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,como,que,lol,?,no,puedo,bregar,no,he,parado,de,llorar,hoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,y,luego,from,my,dads,side,..,that,was,extra,hard,because,i,love,and,get,along,with,every,single,one,of,them,all,my,life,:heart_suit:,,,,,,,,,,,,,,,
positive,"""",@,:,@,dos,cadenas,"""",hahaha,this,made,my,day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
