us,lang1
tacos,lang2
everyone,lang1
chilling,lang1
hug,lang1
she,lang1
en,lang2
morning,lang1
>>>>,other
your,lang1
name,lang1
sabado,ne
ass,lang1
gigante,ne
type,lang1
of,lang1
person,lang1
would,lang1
get,lang1
drunk,lang1
af,lang1
stupid,lang1
shit,lang1
darme,lang2
chingasos,lang2
call,lang1
or,lang1
text,lang1
crush,lang1
next,lang1
day,lang1
will,lang1
it,lang1
again,lang1
hoping,lang1
venga,lang2
:,other
*,other
came,lang1
torta,lang2
gordita,lang2
bro,lang1
hola,lang2
chikita,lang2
estoy,lang2
buenote,lang2
kieres,lang2
ser,lang2
mi,lang2
novia,lang2
-,other
pañiaguas,ne
nigga,ne
tat,lang1
ai,lang1
even,lang1
fucked,lang1
up,lang1
otra,lang2
cosa,lang2
tu,lang2
saves,lang1
leer,lang2
anda,lang2
buenas,lang2
pues,lang2
abra,lang2
comido,lang2
used,lang1
hate,lang1
barbacoa,lang2
did,lang1
knew,lang1
how,lang1
eat,lang1
right,lang1
way,lang1
eating,lang1
rn,ne
akorde,lang2
pendeja,lang2
pero,lang2
rogarte,lang2
?,other
estuvieras,lang2
buena,lang2
;),other
's,lang1
good,lang1
cuñada,lang2
woke,lang1
nap,lang1
w,ambiguous
itzayana,ne
kuando,lang2
mexico,ne
ima,lang1
take,lang1
queen,lang1
:red_heart:,other
chillin,lang1
apt,lang2
yazmin,ne
lesly,ne
this,lang1
guy,lang1
made,lang1
cookies,lang1
other,lang1
one,lang1
tamales,lang2
another,lang1
mole,lang2
girl,lang1
fresas,lang2
ensalda,lang2
pollo,lang2
sobre,lang2
llevo,lang2
tragando,lang2
in,lang1
class,lang1
mexican,lang1
maybe,lang1
nohemi,lang2
restaurant,lang1
here,lang1
josue,ne
sopas,lang2
chocolates,ambiguous
juices,lang1
oiero,lang2
ir,lang2
ver,lang2
gloria,ne
trevi,lang2
:/,other
va,lang2
kitar,lang2
dieron,lang2
-.-,other
belly,lang1
hurts,lang1
comi,lang2
mucho,lang2
chocolate,ambiguous
viera,lang2
agarrado,lang2
algo,lang2
never,lang1
thought,lang1
iba,lang2
ablar,lang2
teddy,lang1
bear,lang1
eran,lang2
ella,lang2
said,lang1
loves,lang1
di,lang2
aprovechar,lang2
last,lang1
mins,lang1
single,lang1
really,lang1
sopa,lang2
conchas,lang2
vale,lang2
madre,lang2
digan,lang2
padres,lang2
soy,lang2
pandillero,lang2
pelon,lang2
visto,lang2
baggie,lang1
phone,lang1
looks,lang1
crack,lang1
cualkiera,lang2
yes,lang1
are,lang1
.,other
finna,ne
go,lang1
mcdonalds,ne
"""",other
kulo,lang2
van,lang2
dar,lang2
tokadita,lang2
lmfao,lang1
andar,lang2
forever,lang1
alone,lang1
cook,lang1
kesadiyas,lang2
>>>,other
escapate,lang2
doy,lang2
0,other
aki,lang2
afuera,lang2
:heart_suit:,other
download,lang1
game,lang1
hopefully,lang1
ponga,lang2
mad,lang1
borro,lang2
boss,lang1
ora,lang2
si,lang2
bajo,lang2
huevitos,lang2
singing,lang1
nina,lang2
travieza,lang2
feo,lang2
wonder,lang1
changa,lang2
when,lang1
wish,lang1
come,lang1
back,lang1
women,lang1
se,lang2
olvido,lang2
smh,lang1
interesas,lang2
by,lang1
noel,ne
torres,ne
brothers,lang1
house,lang1
seen,lang1
ur,lang1
ex,lang1
suegra,lang2
awkward,lang1
vayanse,lang2
alv,lang1
kinds,lang1
color,lang1
pants,lang1
think,lang1
jusy,lang1
want,lang1
money,lang1
heoo,unk
tas,lang2
loka,lang2
told,lang1
jaime,ne
su,lang2
play,lang1
xbox,ne
buskes,lang2
hija,lang2
muy,lang2
bonita,lang2
por,lang2
paso,lang2
del,lang2
tiempo,lang2
kita,lang2
gay,lang1
playing,lang1
females,lang1
nomore,lang1
judt,lang1
slap,lang1
pendejita,lang2
calls,lang1
flor,lang2
luz,lang2
brought,lang1
sueter,lang2
gma,lang1
form,lang1
mato,lang2
ill,lang1
gf,lang1
too,lang1
funny,lang1
micaela,ne
tienes,lang2
alma,lang2
mia,lang2
tostadas,lang2
makin,lang1
sadwiches,lang1
were,lang1
looking,lang1
milby,ne
page,lang1
we,lang1
bitchass,lang1
hide,lang1
cache,lang2
ayyy,lang1
wanna,lang1
home,lang1
ayi,lang2
dan,ne
puras,lang2
wings,lang1
pizza,lang1
somos,lang2
amiguis,lang2
idk,lang1
badass,lang1
cool,lang1
chimuelo,lang2
cute,lang1
kuzs,ne
he,lang1
passin,lang1
churros,lang2
nomas,lang2
tattoos,lang1
show,lang1
tattoo,lang1
awww,lang1
feel,lang1
special,lang1
tatted,lang1
emociono,lang2
damm,lang1
duele,lang2
cabezota,lang2
panikiada,lang2
sis,lang1
chill,lang1
already,lang1
explain,lang1
watt,lang1
mean,lang1
mom,lang1
dijo,lang2
oigo,lang2
mamona,lang2
ensalada,lang2
english,lang1
puso,lang2
nombre,lang2
:),other
fact,lang1
fam,lang1
siempre,lang2
echan,lang2
carriya,lang2
its,lang1
tho,lang1
waiting,lang1
juege,lang2
mex,lang2
estupida,lang2
forehead,lang1
getting,lang1
cuz,lang1
finally,lang1
calm,lang1
after,lang1
everything,lang1
happened,lang1
more,lang1
hot,lang1
fries,lang1
chamoy,lang2
later,lang1
least,lang1
ami,lang2
mandaron,lang2
tanto,lang2
chingada,lang2
aya,lang2
nos,lang2
casamos,lang2
presento,lang2
abuela,lang2
knows,lang1
worry,lang1
about,lang1
cooking,lang1
robo,lang2
vas,lang2
conmigo,lang2
creer,lang2
important,lang1
npw,lang2
miss,lang1
tampoko,lang2
emociomes,lang2
both,lang1
yalls,lang1
dare,lang1
coco,lang2
kemo,lang2
pokito,lang2
sleep,lang1
t-shirt,lang1
same,lang1
boxers,lang1
male,lang1
arroz,lang2
leche,lang2
decian,lang2
quintina,lang2
era,lang2
pos,ambiguous
have,lang1
fun,lang1
pretty,lang1
subes,lang2
horse,lang1
been,lang1
kemah,ne
tbh,lang1
ta,lang2
caro,lang2
fue,lang2
cheke,lang2
aplasto,lang2
bears,lang1
alien,lang2
parecia,lang2
llevavamos,lang2
what,lang1
subimos,lang2
caballo,lang2
niña,lang2
buenota,lang2
ah,lang2
!!,other
ardido,lang2
letting,lang1
eyebrows,lang1
grow,lang1
pinche,lang2
them,lang1
people,lang1
spm,lang2
their,lang1
opinion,lang1
komo,lang2
dicen,lang2
hoes,lang1
asi,lang2
ven,lang2
dime,lang2
kuanto,lang2
amas,lang2
extrañas,lang2
amor,lang2
bajaria,lang2
infinito,lang2
.....,other
hamburger,lang1
(,other
tortilla,lang2
keso,lang2
jamon,lang2
mayonesa,lang2
),other
eliseo,ne
primate,lang1
mono,lang2
idc,lang1
tekila,lang1
gtfo,lang1
reason,lang1
0-,other
trying,lang1
save,lang1
girls,lang1
expensive,lang1
akordaba,lang2
work,lang1
todavia,lang2
ando,lang2
pedo,lang2
pick,lang1
ruido,lang2
zapatos,lang2
baby,lang1
song,lang1
dijieron,lang2
had,lang1
fml,lang1
aunke,lang2
kieras,lang2
rekordare,lang2
mirame,lang2
pida,lang2
llore,lang2
ruege,lang2
implore,lang1
volver,lang2
well,lang1
aver,lang2
emocionada,lang2
vee,lang1
gerardo,ne
ortiz,ne
mayne,lang1
fuckin,lang1
cold,lang1
wake,lang1
hairs,lang1
lambio,lang2
vaca,lang2
pasaron,lang2
verga,lang2
este,lang2
rt,lang1
teacher,lang1
tellin,lang1
amrry,lang1
before,lang1
aflojar,lang2
mongola,lang2
see,lang1
siento,lang2
mariposas,lang2
alguien,lang2
comio,lang2
cabeza,lang2
teletuvi,mixed
sneak,lang1
out,lang1
mames,lang2
denle,lang2
pasada,lang2
las,lang2
dice,lang2
aser,lang2
menos,lang2
luego,lang2
buelo,lang2
gacho,lang2
pulleo,lang2
born,lang1
beans,lang1
rice,lang1
oh,lang1
sandwich,lang1
huevo,lang2
danny,ne
diablo,lang2
gaupos,lang2
stop,lang1
ivan,lang2
cachar,lang2
remember,lang1
during,lang1
lunch,lang1
komprar,lang2
gorditas,lang2
went,lang1
tarde,lang2
mmmm,lang1
mias,lang2
chavez,ne
0$,other
vip,lang1
lap,lang1
dance,lang1
yess,lang1
es,lang2
primer,lang2
dia,lang2
atras,lang2
heart,lang1
broken,lang1
need,lang1
otros,lang2
months,lang1
month,lang1
hurt,lang1
mandaromandarins,mixed
bonito,lang2
sleepy,lang1
going,lang1
advil,ne
0.ke,unk
medieron,lang2
shot,lang1
muriendo,lang2
&,other
acabo,lang2
caer,lang2
techo,lang2
contarle,lang2
chisme,lang2
ahh,lang2
pase,lang2
kedo,lang2
viendo,lang2
novela,lang2
metiche,lang2
chingar,lang2
hope,lang1
nunka,lang2
tenga,lang2
bf,lang1
nadie,lang2
conoce,lang2
mas,lang2
cara,lang2
tiene,lang2
now,lang1
count,lang1
voy,lang2
aserle,lang2
conoci,lang2
den,lang2
shots,lang1
rompieron,lang2
corazonsito,lang2
pura,lang2
yolo,lang1
life,lang1
empezar,lang2
monday,lang1
yall,lang1
stfu,lang1
dejar,lang2
inventar,lang2
chismes,lang2
plis,lang1
help,lang1
konosko,lang2
everytime,lang1
awito,lang2
bottle,lang1
echo,lang2
tragiyo,lang2
calmarme,lang2
manda,lang2
cada,lang2
rato,lang2
shower,lang1
meterme,lang2
skool,lang1
consejera,lang2
tells,lang1
wutt,lang1
reply,lang1
falto,lang2
comprarle,lang2
chetos,lang2
juice,lang1
mo,lang2
miro,lang2
eso,lang2
invitan,lang2
cae,lang2
cree,lang2
sexy,lang1
cookie,lang1
monster,lang1
bra,lang1
cochina,lang2
kitandose,lang2
brasiel,lang2
try,lang1
stay,lang1
year,lang1
puedo,lang2
espantes,lang2
maneja,lang2
vuelta,lang2
kon,lang2
hommies,lang1
sal,lang2
limon,lang2
time,lang1
raspas,ne
noemi,ne
conke,lang2
reta,lang2
ago,lang2
caso,lang2
huele,lang2
weed,lang1
dio,lang2
calentura,lang2
say,lang1
puede,lang2
poner,lang2
songs,lang1
o,lang2
kien,lang2
ablando,lang2
ellas,lang2
sabe,lang2
unfollow,lang1
wtf,lang1
todos,lang2
casaron,lang2
marry,lang1
eche,lang2
espuma,lang2
boca,lang2
pasame,lang2
botella,lang2
beber,lang2
kemaron,lang2
buñuelos,lang2
casa,lang2
dormi,lang2
early,lang1
aburri,lang2
first,lang1
school,lang1
corrienron,lang2
celos,lang2
antes,lang2
enojaba,lang2
huelen,lang2
patas,lang2
meten,lang2
carcel,lang2
ahi,lang2
manana,lang2
h,lang1
town,lang1
ay,lang2
peine,lang2
amm,ne
idgaf,lang1
niuna,lang2
guess,lang1
ne,lang2
kacharon,lang2
movida,lang2
todas,lang2
estas,lang2
pinches,lang2
viejas,lang2
hay,lang2
palabras,lang2
nada,lang2
borracheras,lang2
aga,lang2
chicharron,lang2
him,lang1
keria,lang2
lejos,lang2
cercas,lang2
chingas,lang2
watch,lang1
movie,lang1
llama,lang2
mama,lang2
ayy,lang2
mando,lang2
vamos,lang2
tigres,ne
norte,lang2
hoeing,lang1
around,lang1
hermosa,lang2
pinto,lang2
simpa,unk
jugo,lang2
tenia,lang2
cocaina,lang2
sospecho,lang2
andamos,lang2
lokas,lang2
karla,ne
reina,lang2
canse,lang2
reirme,lang2
uta,lang2
invitar,lang2
calibre,lang2
horrible,lang2
verg,lang2
papas,lang2
adoras,lang2
piensas,lang2
akuerdo,lang2
drink,lang1
water,lang1
echar,lang2
churro,lang2
mota,lang2
happy,lang1
duchi,lang2
gavana,lang2
shanet,ne
dulce,lang2
aroma,lang2
laughing,lang1
mongolas,lang2
diciendole,lang2
amigo,lang2
agrege,lang2
fb,lang1
chorros,lang2
pasa,lang2
v,lang2
****,other
vayase,lang2
entonces,lang2
aunque,lang2
cualidades,lang2
quieran,lang2
tome,lang2
medida,lang2
terraza,lang2
osea,lang2
hello,lang1
digas,lang2
playa,ambiguous
chingaderas,lang2
taken,lang1
best,lang1
entro,lang2
curiosidad,lang2
legal,lang1
....,other
pelaron,lang2
seguiran,lang2
pelando,lang2
[,other
],other
rr,lang1
mal,lang2
watchin,lang1
movies,lang1
narkos,lang2
punks,lang1
food,lang1
asian,lang1
ala,lang2
virgen,lang2
dificil,lang2
perdiendome,lang2
jalando,lang2
greñas,lang2
pegandome,lang2
molesta,lang2
dont,lang1
disko,lang2
les,lang2
dije,lang2
breakfast,lang1
ultimo,lang2
año,lang2
corrieron,lang2
kasa,lang2
vez,lang2
<<<<<,other
aka,lang1
nopal,ne
head,lang1
cafe,lang2
olla,lang2
bueno,lang2
comer,lang2
enchiladas,lang2
nvm,lang1
hoy,lang2
abren,lang2
walk,lang1
our,lang1
asses,lang1
panaderia,lang2
goung,lang1
till,lang1
sun,lang1
comes,lang1
put,lang1
tragos,lang2
amrgo,lang2
licor,lang2
valio,lang2
night,lang1
bout,lang1
jammin,lang1
mensa,lang2
estos,lang2
frijoles,lang2
chile,lang2
regresarme,lang2
banda,lang2
dancing,lang1
billete,lang2
gastarlo,lang2
aprender,lang2
generarlo,lang2
vuelto,lang2
tarea,lang2
saluda,lang2
hermano,lang2
moreno,lang2
que,lang2
extraño,lang2
#chillinwithfam,lang1
ase,lang2
llorar,lang2
bolillo,lang2
bañe,lang2
tamasopo,ne
aveces,lang2
namas,lang2
tape,lang1
abrirmelos,lang2
close,lang1
days,lang1
most,lang1
vienes,lang2
likes,lang1
pelo,lang2
jealous,lang1
salsa,lang2
flores,lang2
corte,lang2
jardin,lang2
#jammin,lang1
#pistiando,lang2
#0awite,lang2
enojo,lang2
calientan,lang2
orejas,lang2
puro,lang2
porn,lang1
mero,lang2
ptras,lang2
ahuevo,lang2
perro,lang2
prestamelo,lang2
understand,lang1
pelie,lang2
regañando,lang2
sobran,lang2
0.0,other
$,other
prestame,lang2
metro,lang2
camaro,lang2
sabes,lang2
claro,lang2
ponen,lang2
limpiar,lang2
vete,lang2
cachetadas,lang2
agarre,lang2
mil,lang2
baros,lang2
pesos,lang2
guayabo,lang2
maldito,lang2
vicio,lang2
valgo,lang2
decir,lang2
dinero,lang2
traia,lang2
kedan,lang2
talk,lang1
supieran,lang2
hijos,lang2
igual,lang2
piores,lang2
recalentado,lang2
posole,lang2
santa,lang2
happens,lang1
kieren,lang2
baile,lang2
anyways,lang1
ate,lang1
pososle,lang2
charros,lang2
spaghetti,lang1
gelatina,lang2
canela,lang2
para,lang2
final,lang2
perdi,lang2
taco,lang1
pirata,lang2
some,lang1
vallehermoso,ne
!!!,other
aciendome,lang2
pendejo,lang2
agenda,lang1
jajaja,lang2
naaaa,ambiguous
siii,lang2
creo,lang2
cause,lang1
:p,other
mmmmm,lang2
jajajaja,lang2
heyy,lang2
hell,lang1
yea,lang2
primo,lang2
gone,lang1
few,lang1
years,lang1
'll,lang1
big,lang1
talking,lang1
while,lang1
better,lang1
than,lang1
texting,lang1
jaja,lang2
buajajajj,lang2
prima,lang2
job,lang1
done,lang1
borrega,lang2
necios,lang2
buajajaja,lang2
sorry,lang1
speak,lang1
either,lang1
against,lang1
:pensive_face:,other
esque,lang2
hablan,lang2
borregas,lang2
dale,lang2
mijo,lang2
cop,ambiguous
watchu,lang1
walking,lang1
plaza,lang2
with,lang1
bigass,lang1
cup,lang1
from,lang1
michoacana,ne
aaron,ne
threw,lang1
cañon,lang2
across,lang1
street,lang1
took,lang1
running,lang1
jajajsja,lang2
quesadillas,lang2
originals,lang1
sisters,lang1
lyrics,lang1
balazos,lang2
chuntaras,lang2
income,lang1
new,lang1
ironing,lang1
shirt,lang1
#laviudanegra,lang2
hotel,lang2
miramar,ne
serious,lang1
business,lang1
present,lang1
chapo,lang2
almost,lang1
#fuck,lang1
?!?!?!?!,other
caught,lang1
??,other
god,lang1
whiskey,lang1
#masters,ne
part,lang1
jajaha,lang2
half,lang1
parts,lang1
probly,lang1
only,lang1
carne,lang2
asada,lang2
familia,lang2
junta,lang2
puros,lang2
corridos,lang2
hasta,lang2
amanecer,lang2
confleis,lang2
platano,lang2
narconovelas,lang2
could,lang1
long,lang1
watching,lang1
narconovela,lang2
haha,lang1
#else,lang2
ñordeloscielos,lang2
naa,lang1
potna,lang1
stuff,lang1
care,lang1
estop,mixed
doe,lang2
worse,lang1
cake,lang1
jajaj,lang2
such,lang1
scariest,lang1
hours,lang1
man,lang1
andale,lang2
borracha,lang2
those,lang1
nights,lang1
live,lang1
drinks,lang1
tocando,lang2
smile,lang1
face,lang1
wont,lang1
away,lang1
damn,lang1
let,lang1
longer,lang1
hour,lang1
daaaam,lang1
sucks,lang1
nimodo,lang2
finish,lang1
precious,lang1
!!!!,other
keep,lang1
yourself,lang1
youre,lang1
welcome,lang1
liz,ne
trip,lang1
works,lang1
end,lang1
hangin,lang1
',other
goodie-goodies,lang1
loungin,lang1
paradise,lang1
tote,lang1
guns,lang1
shoot,lang1
yesss,lang1
!!!!!,other
listening,lang1
cardenales,lang2
nuevo,lang2
leon,lang2
poder,lang2
paid,lang1
grandma,lang1
serenata,lang2
madres,lang2
uncle,lang1
someone,lang1
valentines,ne
mariachi,ambiguous
darle,lang2
#oneday,lang1
myself,lang1
something,lang1
coming,lang1
.......,other
world,lang1
chiko,lang2
...,other
holla,lang1
atcha,lang2
boy,lang1
:d,other
naw,lang1
believe,lang1
surprised,lang1
jefe,lang2
conosiamos,lang2
forreal,lang1
wey,lang1
!,other
collazo,ne
callejero,lang2
fool,lang1
fight,lang1
daaaaaaaaamn,lang1
!!!!!!!,other
chingon,lang2
recognizing,lang1
spanish,lang1
words,lang1
use,lang1
swipe,lang1
mode,lang1
jajajaj,lang2
cant,lang1
music,lang1
id,lang1
without,lang1
enamores,lang2
inventare,lang2
millon,lang2
rimas,lang2
conquistar,lang2
perdiste,lang2
jajajja,lang2
gym,lang2
lies,lang1
gets,lang1
tios,lang2
parking,lang1
rain,lang1
workout,lang1
off,lang1
buajajajaj,lang2
mssed,lang1
messing,lang1
turning,lang1
into,lang1
little,lang1
gordo,lang2
havent,lang1
gained,lang1
much,lang1
weight,lang1
chipotle,lang2
fine,lang1
-_-,other
hater,lang1
caca,lang2
nooooo,lang1
:(,other
okay,lang1
there,lang1
conquistador,lang2
blood,lang1
tres,lang2
leches,lang2
cheese,lang1
chocoflan,lang2
:o,other
great,lang1
smooshy,lang1
moist,lang1
kind,lang1
omg,lang1
?!?!?,other
theres,lang1
tampoco,lang2
?!?!,other
're,lang1
missing,lang1
jajajajja,lang1
tried,lang1
filled,lang1
gansitos,lang2
sooooo,lang1
every,lang1
comete,lang2
dias,lang2
except,lang1
holidays,lang1
wait,lang1
cheat,lang1
reward,lang1
hard,lang1
(=,other
hookah,lang1
madrina,lang2
needs,lang1
saturday,lang1
duermete,lang2
jajajjaj,lang2
levantate,lang2
tremprano,lang2
mujer,lang2
orale,lang2
might,lang1
precious(,lang1
=,other
wrapped,lang1
sized,lang1
packaging,lang1
olaf,ne
stripper,lang1
chuntara,lang2
narkia,lang2
na,ambiguous
sisisisiisiisisiisisiisiisis,lang2
;p,other
stick,lang1
figurative,lang1
tongue,lang1
muajaja,lang2
noooo,lang1
incredibly,lang1
idea,lang2
sana,lang2
colita,lang2
rana,lang2
sanara,lang2
mañana,lang2
soon,lang1
presh,lang1
nooo,lang2
sweg,lang1
#estop,mixed
jajajjaajajaj,lang2
bit,lang1
figured,lang1
coolness,lang1
down,lang1
jajjaj,lang2
jajajjajaajja,lang2
joke,lang1
mmm,lang1
twitter,ne
turns,lang1
planchas,lang2
kiosk,lang1
mall,lang1
related,lang1
jajjaa,lang1
perrett,ne
jajajj,lang2
ma,lang1
mixtape,lang1
ready,lang1
moves,lang1
mind,lang1
#loserproblems,lang1
ummm,ambiguous
#mexicanproblems,ne
bonfire,lang1
prefer,lang1
kilt,lang1
machacado,lang2
stood,lang1
tipsy,lang1
glad,lang1
hangovers,lang1
family,lang1
though,lang1
once,lang1
finished,lang1
grapes,lang1
tequila,lang2
'd,lang1
crunk,lang1
cousin,lang1
showed,lang1
tia,lang2
celebrate,lang1
heb,ne
culo,lang2
free,lang1
car,lang1
almas,lang2
couldnt,lang1
drive,lang1
pops,lang1
tio,lang2
javier,ne
carnalito,lang2
jajajajjaj,lang2
???,other
billion,lang1
callejera,lang2
shopping,lang1
funy,lang1
jajajajaja,lang2
says,lang1
whenever,lang1
weekends,lang1
jkjk,lang1
late,lang1
aguas,lang2
frescas,lang2
drinking,lang1
agua,lang2
melon,lang2
pulga,lang2
remote,lang1
fixed,lang1
headlights,lang1
yet,lang1
closing,lang1
shift,lang1
perfect,lang1
attitude,lang1
noches,lang2
tengas,lang2
hermosos,lang2
sueños,lang2
highball,lang1
descansar,lang2
despues,lang2
jale,lang2
nice,lang1
things,lang1
simple,lang2
comment,lang1
tie,lang1
between,lang1
0msc,ne
ganas,lang2
ti,lang2
amar,lang2
jahaja,mixed
,other
>>>>>,other
ever,lang1
dt,ne
am,lang1
thug,lang1
hustled,lang1
black,lang1
friday,lang1
soooo,lang1
tired,lang1
ambitious,lang1
everybody,lang1
who,lang1
known,lang1
sunrise,lang1
clocking,lang1
puts,lang1
bombass,lang1
mood,lang1
glass,lang1
scotch,lang1
warm,lang1
feels,lang1
onpoint,lang1
#eltri,lang2
exactly,lang1
patron,ne
literally,lang1
vomit,lang1
:confounded_face:,other
giiiiiirl,lang1
hang,lang1
dude,lang1
weeks,lang1
smoke,lang1
dile,lang2
venganse,lang2
findesemana,lang2
champurado,lang2
putting,lang1
trill,lang1
jams,lang1
representing,lang1
valle,ne
#jro,lang1
liter,lang1
aint,lang1
coca,ne
cola,ne
've,lang1
heard,lang1
ves,lang2
veo,lang2
sierto,lang2
gtfooo,lang1
random,lang1
asked,lang1
mentada,lang2
chaparra,lang2
gavia,ne
birthday,lang1
chicaaa,ne
pases,lang2
cien,lang2
$0,other
extra,ambiguous
weekend,lang1
:ok_hand:,other
lmaoo,lang1
cunada,lang2
siwmore,ne
fabii,ne
these,lang1
huge,lang1
duhhh,lang1
pato,lang2
allright,lang1
consequencias,lang2
eh,ambiguous
acuerde,lang2
poquito,lang2
..,other
pongo,lang2
tapon,lang2
dos,lang2
rodeo,lang2
season,lang1
crazy,lang1
wah,lang1
?!,other
traivas,lang2
cerveza,lang2
mano,lang2
wouldnt,lang1
doubt,lang1
lost,lang1
beso,lang2
saludo,lang2
wass,lang1
vi,lang2
yeaa,lang1
ese,lang2
amable,lang2
muchacho,lang2
tht,lang1
behind,lang1
line,lang1
seeing,lang1
estatal,lang2
ignoro,lang2
tooo,lang1
dint,lang1
summer,lang1
zero,lang1
preocupations,lang1
chuy,ne
ohhhh,ambiguous
lmfaooooo,lang1
gett,lang1
srry,lang1
blonde,lang1
moment,lang1
does,lang1
minimo,lang2
apenas,lang2
dejan,lang2
salir,lang2
case,lang1
group,lang1
wants,lang1
situation,lang1
hes,lang1
included,lang1
lmaooo,lang1
lmfaooo,lang1
tweet,lang1
cousins,lang1
super,lang1
duper,lang1
esmart,lang1
cress,lang2
thanks,lang1
babes,lang1
(:,other
titi,lang2
fina,lang2
usted,lang2
:hundred_points:,other
plus,lang1
chivea,lang2
mention,lang1
chihuahua,lang2
toy,lang2
blanco,lang2
bad,lang1
taste,lang1
sunday,lang1
copas,lang2
omggg,lang1
thts,lang1
sooo,lang1
amorsss,lang2
cuenta,lang2
hows,lang1
doea,lang1
visit,lang1
juan,ne
doesnt,lang1
abt,lang1
his,lang1
gutts,lang1
classes,lang1
niggah,lang1
gutty,lang1
goes,lang1
untill,lang1
mine,lang1
chiquito,lang2
grande,lang2
ohhh,lang1
dejas,lang2
saber,lang2
dudeeeee,lang1
guys,lang1
leave,lang1
two,lang1
gusta,lang2
meant,lang1
wrk,lang1
momma,lang1
wrks,lang1
aye,lang2
jst,lang1
conosemos,lang2
friend,lang1
chuchete,lang2
barley,lang1
fricken,lang1
rancho,lang2
where,lang1
weddings,lang1
start,lang1
because,lang1
wanted,lang1
guey,lang2
hace,lang2
0:0,other
os,lang2
:raised_hand:,other
:oncoming_fist:,other
:clapping_hands:,other
:person_tipping_hand:,other
oti,lang2
imagine,lang1
uncles,lang1
waking,lang1
hacienda,lang2
misss,lang1
cachetona,lang2
kary,ne
saw,lang1
being,lang1
able,lang1
tlk,lang1
trust,lang1
mija,lang2
puedes,lang2
cocina,lang2
dormido,lang2
course,lang1
ask,lang1
:crying_face:,other
honestly,lang1
having,lang1
wakes,lang1
0am,lang1
trabajar,lang2
moved,lang1
parents,lang1
left,lang1
jobs,lang1
wrking,lang1
dads,lang1
grabs,lang1
quien,lang2
cres,lang2
?!!!,other
lero,lang2
candilero,lang2
alex,ne
crying,lang1
picate,lang2
abujero,lang2
causa,lang2
consiente,lang2
bailamos,lang2
bachata,lang2
suppose,lang1
marlene,ne
:flushed_face:,other
#embarrassing,lang1
marlenesita,ne
open,lang1
front,lang1
manny,ne
yeaaa,lang1
tld,lang1
damas,lang2
looked,lang1
quedo,lang2
struggled,lang1
fit,lang1
loose,lang1
buttons,lang1
omgg,lang1
dress,lang1
hast,lang2
poco,lang2
