positive,Here,w,josue,apt,eating,tamales,sopas,chocolates,cookies,juices,good,shit,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Yo,oiero,ir,ver,gloria,trevi,today,:/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Cuzs,itzayana,va,kitar,ke,dieron,-.-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,My,belly,hurts,comi,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Me,viera,agarrado,I,never,thought,iba,ablar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,She,thought,chocolate,teddy,bear,pa,Ella,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,Crush,said,loves,cuzs,di,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,Tengo,ke,aprovechar,last,mins,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,I,n't,really,like,sopa,conchas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Me,vale,madre,ke,digan,padres,ke,pandillero,pelon,visto,baggie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,My,phone,looks,ratchet,crack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Eres,cualkiera,yes,u,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Finna,go,McDonalds,nohemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,"""",Ni,kulo,van,dar,tokadita,"""",lmfao,nohemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Lol,cuzs,va,andar,forever,alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Nohemi,cook,summ,kesadiyas,>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Escapate,doy,2,mins,aki,afuera,:heart_suit:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Gonna,download,game,hopefully,ponga,toda,mad,cuzs,borro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,The,manager,n't,know,boss,cuñada,ora,si,bajo,huevitos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,This,nigga,singing,nina,travieza,lmfao,bien,feo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Mhm,wonder,used,call,changa,lil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,I,wish,would,come,back,women,olvido,smh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Me,Interesas,noel,torres,>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Or,mejor,I,go,brothers,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Seen,ur,ex,suegra,awkward,af,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Vayanse,alv,I,got,kinds,color,pants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,If,u,think,I,jusy,want,u,cuzs,ur,money,heoo,bitch,tas,loka,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,But,I,told,jaime,ke,iba,ir,house,play,xbox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,No,buskes,hija,bonita,ke,paso,tiempo,kita,-,dad,lol,bien,gay,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Not,playing,w,females,nomore,I,judt,got,slap,andar,pendejita,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,My,dad,calls,friends,"""",flor,",",luz,"""",shit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,I,brought,sueter,gma,gave,:heart_suit:,form,mexico,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,"""",@,:,Lo,mato,ill,take,gf,lmfao,"""",lol,funny,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,Micaela,micaela,ke,alma,mia,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,I,made,tostadas,'s,makin,sadwiches,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Me,yazmin,looking,milby,page,told,nohemi,bitchass,hide,lmfao,cache,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Ayyy,I,wanna,go,home,-.-,brother,'s,apt,ayi,dan,puras,wings,pizza,,,,,,,,,,,,,,,,,,,,,,,,,
positive,My,manager,gay,lol,amiguis,xD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,I,want,eyes,idk,badass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,My,manager,cool,chimuelo,cute,eyes,si,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,Kuzs,'s,always,passin,churros,good,shit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Nomas,kuzs,tattoos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,My,manager,'s,name,gabby,I,show,tattoo,like,"""",awww,I,feel,special,u,got,name,tatted,"""",emociono,lol,,,,,,,,,,,,,,,,,,
negative,Damm,duele,cabezota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Nohemi,panikiada,shit,cuzs,thought,sis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Pero,chill,nigga,still,single,I,already,explain,watt,I,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Lmao,mom,yazmin,dijo,ke,oigo,bien,mamona,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,I,gotta,ensalada,pollo,English,class,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,My,dad,puso,nombre,since,I,lil,:),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,The,fact,cuñada,boss,>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,My,fam,siempre,echan,carriya,cuzs,tattoo,funny,tho,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,We,waiting,pa,ke,juege,mex,:),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Lmao,dad,told,get,"""",estupida,"""",tatted,forehead,getting,ex,name,tatted,smh,funny,cuz,friends,,,,,,,,,,,,,,,,,,,,,,
positive,Finally,I,'m,calm,everything,happened,today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,14,mins,pa,ke,vaya,alv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,Finna,eat,summ,hot,fries,w,chamoy,later,:),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,At,least,ami,mandaron,chingada,nohemi,lmao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,Y,aya,casamos,presento,abuela,knows,cook,u,n't,gotta,worry,cooking,lol,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,Y,si,kieres,robo,vas,conmigo,mexico,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Nomas,kieres,creer,bien,important,npw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,You,know,I,miss,u,I,gotta,text,u,I,miss,u,u,already,know,tampoko,emociomes,lol,,,,,,,,,,,,,,,,,,,,,
neutral,I,n't,accept,yalls,dare,coco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Se,kemo,pokito,fuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,I,always,go,sleep,w,t-shirt,color,boxers,'s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Me,nohemi,waiting,everyone,go,sleep,male,summ,arroz,leche,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,A,decian,quintina,kuando,chikita,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,pos,fun,pretty,subes,horse,cute,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,"""",@,:,I,never,kemah,tbh,.,"""",Lol,ta,bien,caro,-.-,cheke,,,,,,,,,,,,,,,,,,,,,,,,
negative,Then,game,oomf,aplasto,-.-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,We,got,horse,w,summ,teddy,bears,alien,parecia,ke,llevavamos,toda,fam,lol,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,What,u,go,kemah,subimos,caballo,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,Itzayana,niña,travieza,:heart_suit:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,lol,nomas,pokito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,Bien,buenota,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Ah,!!,Y,si,ardido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,I,'m,letting,eyebrows,grow,cuzs,pinche,vieja,pendeja,fucked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Summ,people,n't,like,spm,fuck,opinion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Pero,komo,dicen,hoes,always,gonna,hoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,Asi,ke,ven,dime,kuanto,amas,asi,ke,v
en,dime,kuanto,extrañas,amor,bajaria,asta,infinito,.....,,,,,,,,,,,,,,,,,,,,,,
positive,Made,mexican,hamburger,(,tortilla,",",keso,",",jamon,",",mayonesa,),;),,,,,,,,,,,,,,,,,,,,,,,,,,
positive,Eliseo,calls,"""",primate,"""",lol,funny,"""",mono,"""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Idc,u,n't,like,tekila,I,u,ur,opinion,gtfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,The,reason,I,'m,single,1-,cuzs,mandaron,chingada,lol,2-,cuzs,I,'m,trying,save,money,(,girls,expensive,),,,,,,,,,,,,,,,,,,
neutral,Ni,akordaba,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Tomorrow,gotta,work,todavia,ando,pedo,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Waiting,cuñada,pick,go,work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,(,ruido,zapatos,),baby,'s,still,song,;),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,I,gonna,get,drunk,tonight,dijieron,I,work,lol,fml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Ya,ke,aunke,kieras,siempre,rekordare,mirame,dime,ke,aunke,pida,llore,ruege,implore,vas,volver,,,,,,,,,,,,,,,,,,,,,,,
neutral,Well,aver,ke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,She,'s,emocionada,shit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,I,gonna,go,vee,gerardo,ortiz,mayne,fuckin,cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,When,I,wake,hairs,looks,ke,lambio,vaca,-.-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Se,pasaron,verga,cold,rt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,This,teacher,tellin,us,gotta,get,amrry,aflojar,tortilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,Hopefully,vaya,:),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Toda,mongola,shit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,And,I,see,u,siento,mariposas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,My,dad,got,summ,tamales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Alguien,comio,torta,Lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,La,mom,eliseo,said,ke,cabeza,teletuvi,smh,-.-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,This,girls,sneak,like,"""",mames,denle,lmao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Y,pasada,eyebrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Why,?,Cuzs,u,ai,n't,shit,dad,dice,ke,aser,menos,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,lmao,luego,buelo,bien,gacho,pulleo,hoes,;),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,I,born,beans,rice,oh,sandwich,huevo,(,danny,),lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Ke,diablo,gaupos,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,But,mom,told,us,stop,cuzs,ivan,cachar,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,I,remember,oomf,used,get,lunch,pa,komprar,gorditas,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,I,n't,went,1,iso,tarde,go,2,mmmm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,I,mias,chavez,rt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,50$,VIP,lap,dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,yess,primer,dia,milby,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,El,guy,ke,atras,ta,heart,broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,I,need,3,months,maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Kuzs,I,mean,nomas,like,1,month,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,I,chance,go,w,I,know,I,'m,gonna,hurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,@,I,n't,lmao,mandaromandarins,bien,bonito,alv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,In,class,toda,sleepy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,That,'s,I,'m,going,w,pa,ke,advil,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,1,.,Ke,accept,milby,2.ke,medieron,shot,andaba,muriendo,&,3.ke,acabo,caer,techo,lol,,,,,,,,,,,,,,,,,,,,,,,
neutral,Ima,go,w,gma,rn,contarle,chisme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Pero,ahh,idc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Me,pase,verga,lol,I,trying,funny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Finally,kedo,viendo,novela,anda,metiche,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Cuzs,va,chingar,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,I,hope,itzayana,nunka,bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Pero,nadie,conoce,mas,ke,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Nomas,cara,niña,buena,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,For,u,n't,count,voy,aserle,komo,nunka,conoci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,De,tekila,si,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Ya,kiero,ke,den,shots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Today,dieron,pinche,shot,rompieron,corazonsito,npw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,pura,yolo,life,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,ah,empezar,monday,bien,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Or,yall,stfu,dejar,inventar,chismes,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Can,yall,like,plis,help,find,cuzs,konosko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Everytime,ke,awito,I,got,bottle,tekila,echo,tragiyo,pa,calmarme,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,My,fam,manda,alv,cada,rato,wonder,I,'m,like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Finna,take,shower,go,pa,meterme,skool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Yazmin,consejera,tells,wutt,reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,Nomas,falto,comprarle,hot,chetos,juice,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Jk,jk,mo,miro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Y,No,invitan,smh,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Aver,si,cae,party,tonight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Se,cree,sexy,cookie,monster,bra,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Yazmin,anda,cochina,kitandose,brasiel,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Ima,try,stay,single,year,aver,si,puedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Lol,jk,espantes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Well,lol,maybe,5,months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Pero,n't,worry,I,ai,n't,gonna,try,get,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Este,guy,maneja,bien,feo,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,A,dar,vuelta,kon,hommies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,Well,stop,buy,hot,chetos,sal,limon,:),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,Ok,:),time,go,buy,summ,raspas,kon,noemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Conke,money,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Lol,noemi,reta,ago,caso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,El,room,huele,weed,Idk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Damm,dio,calentura,smh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Pero,I,'m,gonna,say,shit,people,n't,gotta,know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,No,puede,poner,songs,ke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Like,kien,ablando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Ai,n't,one,gonna,come,tellin,ke,sabe,ke,unfollow,wtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,"""",Damm,casaron,still,single,lol,forever,alone,"""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,En,novela,everyone,got,marry,shit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Cuzs,eche,espuma,boca,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Pasame,botella,voy,beber,nombre,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,No,skool,tomorrow,:),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,A,gma,kemaron,buñuelos,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Still,casa,chillin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Cuzs,dormi,bien,early,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,I,mean,aburri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Damm,first,day,school,corrienron,class,smh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Ya,dan,celos,enojaba,bien,feo,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Pero,huelen,patas,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,My,brothers,dad,said,ke,si,meten,carcel,van,dejar,ahi,lol,smh,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Oh,akorde,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Ya,manana,back,h,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Ya,dijo,idc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,I,get,room,cuzs,ay,ta,ex,-.-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,And,dice,ke,peine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Amm,idgaf,andaba,kon,niuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Damm,I,guess,ne,kacharon,movida,todas,pinches,viejas,fuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Hay,palabras,ke,dicen,borracheras,ke,dicen,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Ay,Ke,boca,aga,chicharron,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,cute,I,hug,brother,told,ke,keria,:,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,De,lejos,extrañas,cercas,chingas,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,About,watch,movie,ke,llama,"""",mama,"""",:/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
